"","V2","V10","V51","V106","V140","V147","V186"
"1",12,2,1,2,7,1,3
"2",12,2,1,3,4,1,2
"3",12,2,1,4,6,1,4
"4",12,2,2,2,8,1,4
"5",12,1,1,2,6,1,4
"6",12,2,4,2,4,1,3
"7",12,2,1,2,8,1,2
"8",12,2,2,2,6,1,3
"9",12,2,1,3,9,1,4
"10",12,1,3,3,5,1,NA
"11",12,2,1,3,4,1,4
"12",12,1,3,3,7,1,3
"13",12,2,2,3,7,1,3
"14",12,2,1,3,7,1,4
"15",12,2,2,4,6,1,3
"16",12,2,2,3,4,1,3
"17",12,2,2,3,7,1,4
"18",12,2,1,4,8,1,2
"19",12,2,2,2,8,1,4
"20",12,2,3,4,4,1,4
"21",12,1,4,NA,10,1,1
"22",12,3,1,1,10,2,1
"23",12,2,1,4,10,1,1
"24",12,4,4,4,10,1,1
"25",12,1,4,4,10,1,1
"26",12,2,2,4,10,1,1
"27",12,2,4,1,10,NA,1
"28",12,1,1,4,10,NA,1
"29",12,2,1,4,10,1,1
"30",12,2,1,4,5,1,NA
"31",12,2,1,4,10,NA,2
"32",12,2,1,4,10,1,1
"33",12,1,1,3,10,NA,1
"34",12,2,2,4,9,1,1
"35",12,2,1,4,9,1,2
"36",12,1,2,1,10,1,1
"37",12,2,2,4,9,1,1
"38",12,2,1,4,10,1,NA
"39",12,2,1,4,10,1,NA
"40",12,2,1,4,10,NA,4
"41",12,2,1,2,10,1,1
"42",12,2,2,NA,9,1,3
"43",12,2,1,NA,10,1,1
"44",12,2,1,3,6,2,2
"45",12,1,1,4,1,1,NA
"46",12,2,2,3,10,2,3
"47",12,2,1,3,10,1,1
"48",12,2,1,3,10,1,1
"49",12,2,1,4,9,2,4
"50",12,2,2,4,8,1,2
"51",12,2,3,3,10,1,1
"52",12,2,NA,2,10,NA,3
"53",12,3,1,4,10,1,1
"54",12,2,1,3,7,1,1
"55",12,3,1,4,9,1,1
"56",12,3,1,3,7,1,1
"57",12,3,1,3,10,1,1
"58",12,3,1,4,10,1,1
"59",12,2,2,4,7,1,1
"60",12,2,1,2,NA,1,NA
"61",12,2,2,NA,10,1,1
"62",12,1,3,3,NA,1,1
"63",12,2,3,3,3,1,1
"64",12,2,1,3,10,1,1
"65",12,2,3,3,9,1,3
"66",12,1,1,NA,NA,1,1
"67",12,1,1,4,8,1,1
"68",12,2,4,NA,10,1,1
"69",12,1,1,4,6,1,2
"70",12,3,1,4,NA,1,NA
"71",12,2,3,4,10,2,1
"72",12,3,4,4,10,1,NA
"73",12,NA,1,4,5,NA,1
"74",12,3,4,4,10,1,NA
"75",12,2,1,4,10,1,1
"76",12,2,3,4,10,2,1
"77",12,2,3,4,10,2,1
"78",12,2,1,4,1,2,NA
"79",12,NA,NA,4,NA,1,NA
"80",12,2,1,4,1,2,NA
"81",12,2,3,4,10,2,1
"82",12,2,3,4,9,2,1
"83",12,2,4,4,6,1,1
"84",12,2,4,4,10,2,1
"85",12,2,3,4,10,2,1
"86",12,2,3,4,10,2,1
"87",12,2,1,4,10,1,1
"88",12,2,3,4,10,2,1
"89",12,NA,NA,4,NA,NA,1
"90",12,2,1,4,1,2,NA
"91",12,NA,4,3,10,1,1
"92",12,NA,4,4,10,1,1
"93",12,NA,1,4,5,NA,1
"94",12,2,4,4,6,1,1
"95",12,2,1,4,10,1,1
"96",12,2,3,4,10,2,1
"97",12,2,3,4,10,2,1
"98",12,2,1,4,1,2,NA
"99",12,NA,NA,4,NA,1,NA
"100",12,2,1,4,1,2,NA
"101",12,2,3,4,10,2,1
"102",12,2,3,4,10,2,1
"103",12,2,3,4,10,2,1
"104",12,2,1,4,10,2,1
"105",12,NA,1,4,5,NA,1
"106",12,NA,1,4,5,NA,1
"107",12,2,4,4,6,1,1
"108",12,2,4,4,6,1,1
"109",12,NA,1,4,5,NA,1
"110",12,2,4,3,6,1,1
"111",12,2,3,4,10,2,1
"112",12,NA,1,4,5,NA,1
"113",12,2,4,4,6,1,1
"114",12,2,3,3,10,2,1
"115",12,NA,NA,4,NA,NA,NA
"116",12,2,1,4,10,1,1
"117",12,NA,NA,4,NA,NA,NA
"118",12,2,1,4,1,2,NA
"119",12,2,3,4,10,2,1
"120",12,2,3,4,10,2,1
"121",12,2,3,4,10,2,1
"122",12,2,3,4,9,2,1
"123",12,3,4,4,10,1,NA
"124",12,2,NA,4,10,2,1
"125",12,2,3,4,9,2,1
"126",12,NA,1,4,5,NA,1
"127",12,2,3,4,10,2,1
"128",12,2,1,4,10,1,1
"129",12,NA,NA,4,NA,NA,NA
"130",12,NA,NA,4,NA,1,NA
"131",12,3,1,3,8,1,3
"132",12,NA,1,3,7,1,NA
"133",12,2,1,2,4,1,4
"134",12,NA,1,3,7,1,NA
"135",12,2,2,3,9,1,4
"136",12,3,1,3,5,1,4
"137",12,2,1,3,2,1,4
"138",12,2,1,3,7,1,4
"139",12,NA,1,4,8,1,4
"140",12,NA,1,4,NA,1,4
"141",12,2,1,3,9,1,NA
"142",12,2,1,3,7,1,3
"143",12,3,2,3,7,1,4
"144",12,2,3,4,7,1,NA
"145",12,3,1,NA,4,1,4
"146",12,2,2,3,10,1,4
"147",12,2,1,4,9,1,4
"148",12,4,1,3,2,1,NA
"149",12,3,2,NA,NA,1,NA
"150",12,2,1,4,7,1,4
"151",12,3,1,4,6,1,3
"152",12,2,1,3,8,2,1
"153",12,3,2,2,8,2,1
"154",12,2,1,4,8,2,1
"155",12,1,1,4,10,1,NA
"156",12,3,3,3,6,2,1
"157",12,2,1,3,10,1,1
"158",12,2,1,2,7,2,1
"159",12,2,1,3,8,2,2
"160",12,1,1,4,10,1,4
"161",12,2,1,2,10,1,1
"162",12,2,1,4,10,1,1
"163",12,2,1,4,NA,1,4
"164",12,2,1,4,10,1,4
"165",12,3,1,NA,10,NA,4
"166",12,2,1,4,10,1,3
"167",12,2,2,4,7,1,2
"168",12,1,1,4,10,1,3
"169",12,2,2,3,10,2,2
"170",12,4,1,4,10,1,NA
"171",12,1,2,4,9,1,2
"172",12,1,2,4,10,1,2
"173",12,1,2,NA,9,1,4
"174",12,2,4,4,9,NA,1
"175",12,2,2,NA,9,1,2
"176",12,2,1,NA,10,1,4
"177",12,2,3,1,10,1,1
"178",12,1,2,4,9,1,4
"179",12,3,2,3,10,1,1
"180",12,2,1,3,10,1,NA
"181",12,2,1,3,8,NA,1
"182",12,2,4,3,8,NA,4
"183",12,1,1,1,10,NA,1
"184",12,2,4,4,10,NA,1
"185",12,1,2,4,7,1,1
"186",12,1,3,1,10,1,1
"187",12,1,1,4,10,1,NA
"188",12,1,1,1,7,NA,1
"189",12,1,4,4,10,1,1
"190",12,2,2,3,8,1,1
"191",12,2,1,4,9,1,1
"192",12,2,2,4,8,1,1
"193",12,4,1,4,10,3,1
"194",12,2,2,4,10,1,1
"195",12,2,1,NA,10,1,1
"196",12,2,1,4,10,1,1
"197",12,1,2,3,5,1,1
"198",12,2,1,4,NA,1,2
"199",12,2,NA,4,NA,1,1
"200",12,1,1,3,10,1,NA
"201",12,2,2,NA,5,1,1
"202",12,2,1,NA,10,1,1
"203",12,2,1,3,2,1,2
"204",12,1,NA,NA,8,1,3
"205",12,2,1,NA,8,1,4
"206",12,1,2,3,6,1,NA
"207",12,1,1,2,10,1,1
"208",12,2,1,4,10,1,1
"209",12,1,NA,4,7,1,4
"210",12,2,1,4,8,1,4
"211",12,2,2,4,7,1,3
"212",12,2,3,4,7,1,3
"213",12,2,2,4,6,1,3
"214",12,2,4,3,5,1,3
"215",12,3,1,4,6,1,2
"216",12,2,4,4,5,1,2
"217",12,2,3,4,4,1,NA
"218",12,2,3,4,6,1,2
"219",12,4,3,4,7,1,NA
"220",12,3,3,4,6,1,NA
"221",12,1,2,NA,6,2,1
"222",12,3,1,NA,5,1,1
"223",12,2,NA,NA,7,1,1
"224",12,2,1,NA,1,1,2
"225",12,2,2,NA,7,1,1
"226",12,2,1,NA,7,1,NA
"227",12,3,3,3,6,1,3
"228",12,2,2,4,NA,1,1
"229",12,3,3,3,5,1,NA
"230",12,2,1,4,7,1,4
"231",12,2,4,4,7,1,4
"232",12,2,3,4,7,1,3
"233",12,3,4,4,6,1,NA
"234",12,2,3,4,3,1,NA
"235",12,2,4,4,7,1,3
"236",12,2,4,2,4,1,3
"237",12,2,3,4,7,1,NA
"238",12,2,3,4,5,1,4
"239",12,3,4,4,7,1,NA
"240",12,2,3,3,6,1,3
"241",12,1,3,2,7,1,1
"242",12,2,3,4,5,1,3
"243",12,3,2,4,1,1,NA
"244",12,2,2,3,1,1,NA
"245",12,2,3,3,6,1,3
"246",12,NA,2,3,7,1,3
"247",12,1,4,3,1,1,1
"248",12,2,3,NA,6,1,3
"249",12,2,3,3,6,1,NA
"250",12,2,1,NA,NA,1,1
"251",12,2,3,2,5,1,2
"252",12,2,3,3,6,1,NA
"253",12,2,3,4,5,1,4
"254",12,3,2,3,6,1,4
"255",12,2,1,4,7,1,4
"256",12,2,3,2,4,1,NA
"257",12,3,4,4,3,1,NA
"258",12,2,4,3,6,1,NA
"259",12,2,4,3,6,1,NA
"260",12,2,1,4,4,1,3
"261",12,2,1,4,7,1,1
"262",12,3,3,3,10,1,4
"263",12,2,2,3,10,1,4
"264",12,2,2,3,5,1,1
"265",12,2,1,3,1,1,3
"266",12,NA,2,3,NA,NA,NA
"267",12,4,1,4,10,1,1
"268",12,3,1,3,10,2,2
"269",12,2,1,4,NA,NA,4
"270",12,1,1,4,10,1,1
"271",12,2,1,3,10,2,2
"272",12,1,1,NA,10,1,4
"273",12,2,2,4,7,2,1
"274",12,NA,3,1,NA,1,2
"275",12,3,2,NA,10,2,1
"276",12,3,3,4,8,1,1
"277",12,3,1,4,1,1,1
"278",12,2,2,2,10,1,1
"279",12,3,1,4,7,1,2
"280",12,2,1,NA,10,NA,3
"281",12,3,1,3,10,2,2
"282",12,2,1,2,10,2,1
"283",12,NA,1,4,5,1,4
"284",12,2,3,4,10,3,3
"285",12,2,3,2,10,2,3
"286",12,2,2,3,10,1,1
"287",12,4,NA,2,8,NA,1
"288",12,2,1,3,5,1,2
"289",12,2,3,3,10,1,3
"290",12,4,1,4,1,1,NA
"291",12,2,2,NA,9,3,2
"292",12,2,1,4,10,2,1
"293",12,3,2,3,NA,NA,1
"294",12,2,2,4,10,1,1
"295",12,2,2,3,8,2,2
"296",12,2,1,NA,10,NA,1
"297",12,2,1,4,1,NA,2
"298",12,2,3,2,9,1,1
"299",12,2,1,NA,10,1,4
"300",12,2,2,3,10,1,1
"301",12,2,1,4,10,1,NA
"302",12,2,2,3,10,1,1
"303",12,2,3,3,10,1,1
"304",12,2,1,4,9,1,1
"305",12,4,1,2,NA,1,1
"306",12,NA,3,NA,8,1,4
"307",12,2,1,4,7,1,1
"308",12,2,2,4,8,1,2
"309",12,2,1,NA,9,1,4
"310",12,3,2,4,10,1,4
"311",12,4,1,4,10,1,1
"312",12,2,2,2,10,1,1
"313",12,NA,1,3,10,NA,2
"314",12,2,1,3,10,1,4
"315",12,2,1,4,6,2,2
"316",12,1,1,4,10,NA,4
"317",12,2,1,3,10,2,2
"318",12,2,1,4,10,1,2
"319",12,2,2,1,10,1,NA
"320",12,4,2,4,10,1,1
"321",12,2,2,3,8,1,4
"322",12,2,2,3,5,1,2
"323",12,1,1,3,10,NA,3
"324",12,4,1,3,8,1,3
"325",12,2,2,3,7,1,4
"326",12,NA,2,3,7,1,4
"327",12,3,2,2,5,1,4
"328",12,2,3,NA,7,1,4
"329",12,2,1,3,7,1,3
"330",12,2,NA,4,NA,1,4
"331",12,2,2,4,7,1,2
"332",12,3,1,3,8,1,3
"333",12,2,2,4,10,1,NA
"334",12,3,2,4,8,2,2
"335",12,2,3,4,10,1,NA
"336",12,2,2,4,9,2,4
"337",12,1,1,4,7,1,NA
"338",12,3,1,4,10,1,NA
"339",12,2,1,NA,8,1,NA
"340",12,2,1,NA,NA,1,NA
"341",12,2,3,3,9,1,3
"342",12,2,2,4,10,2,4
"343",12,2,2,NA,10,1,3
"344",12,2,3,3,9,1,4
"345",12,3,2,4,8,1,4
"346",12,2,1,4,7,2,4
"347",12,3,1,4,10,1,4
"348",12,1,1,4,9,1,NA
"349",12,2,1,4,10,2,1
"350",12,2,2,4,10,2,1
"351",12,2,3,4,10,1,3
"352",12,2,1,4,10,2,NA
"353",12,2,1,4,9,2,NA
"354",12,2,1,4,8,1,2
"355",12,3,1,4,7,1,NA
"356",12,2,1,4,9,1,1
"357",12,2,4,4,8,1,NA
"358",12,3,1,3,9,1,NA
"359",12,2,NA,4,10,1,NA
"360",12,3,3,3,8,1,1
"361",12,3,1,4,10,1,NA
"362",12,3,1,4,8,1,NA
"363",12,3,1,4,8,1,1
"364",12,2,1,3,10,1,NA
"365",12,4,1,1,10,1,1
"366",12,3,1,4,10,1,4
"367",12,3,1,4,10,1,NA
"368",12,3,3,4,8,1,1
"369",12,3,1,4,10,1,NA
"370",12,2,1,4,NA,1,4
"371",12,2,1,3,1,1,1
"372",12,2,4,4,10,1,1
"373",12,3,1,4,3,1,NA
"374",12,3,1,4,10,1,NA
"375",12,3,1,4,NA,1,NA
"376",12,4,1,4,10,1,NA
"377",12,3,1,4,10,1,NA
"378",12,2,1,4,5,1,3
"379",12,2,1,4,10,1,NA
"380",12,2,1,4,10,1,NA
"381",12,2,3,NA,10,1,3
"382",12,2,1,4,10,1,3
"383",12,3,1,NA,10,1,1
"384",12,2,4,NA,10,1,NA
"385",12,NA,1,4,10,1,4
"386",12,1,1,4,10,1,4
"387",12,NA,1,4,10,1,1
"388",12,2,2,3,10,1,NA
"389",12,2,2,4,9,1,3
"390",12,2,1,NA,10,1,NA
"391",12,2,3,3,8,1,4
"392",12,2,2,3,8,1,NA
"393",12,2,1,3,6,1,3
"394",12,2,2,2,10,1,4
"395",12,2,1,2,5,1,4
"396",12,2,1,3,8,1,4
"397",12,2,1,3,6,1,4
"398",12,2,3,3,6,1,4
"399",12,2,2,1,NA,1,4
"400",12,3,1,3,8,1,4
"401",12,2,2,4,10,2,3
"402",12,1,2,3,10,1,1
"403",12,3,2,4,10,1,3
"404",12,2,3,2,5,1,1
"405",12,2,1,NA,5,1,1
"406",12,4,1,1,10,1,3
"407",12,2,1,3,7,2,1
"408",12,3,1,4,10,1,1
"409",12,2,3,2,5,1,3
"410",12,2,2,4,10,1,1
"411",12,1,1,1,8,1,1
"412",12,2,2,2,10,1,1
"413",12,3,4,4,NA,2,1
"414",12,2,2,3,10,1,2
"415",12,2,1,2,10,1,1
"416",12,2,2,4,10,2,2
"417",12,3,NA,4,NA,2,1
"418",12,2,1,3,10,1,4
"419",12,2,2,4,4,NA,4
"420",12,2,2,2,8,1,4
"421",12,2,1,4,NA,2,1
"422",12,2,1,3,10,1,3
"423",12,3,1,2,9,1,2
"424",12,3,1,4,10,1,1
"425",12,2,2,3,7,1,3
"426",12,3,1,4,10,1,1
"427",12,3,1,4,7,1,4
"428",12,2,2,3,10,1,3
"429",12,2,1,4,10,1,3
"430",12,2,NA,NA,NA,1,NA
"431",12,1,3,2,10,NA,4
"432",12,2,3,3,9,1,4
"433",12,2,2,3,9,1,4
"434",12,NA,1,3,7,NA,4
"435",12,1,4,NA,8,NA,3
"436",12,4,3,2,6,1,4
"437",12,3,2,3,8,NA,4
"438",12,2,1,3,7,1,3
"439",12,2,1,NA,7,1,4
"440",12,NA,NA,3,8,1,3
"441",12,4,1,2,10,2,4
"442",12,3,2,3,10,2,3
"443",12,4,2,3,5,1,2
"444",12,2,1,3,10,2,3
"445",12,2,1,3,6,1,1
"446",12,2,3,4,10,2,4
"447",12,3,2,4,9,1,3
"448",12,2,2,4,6,2,4
"449",12,2,1,3,10,1,1
"450",12,2,1,NA,8,2,NA
"451",12,3,1,2,10,2,3
"452",12,3,1,NA,7,2,NA
"453",12,2,1,3,7,1,4
"454",12,2,1,4,8,1,2
"455",12,2,4,2,10,2,4
"456",12,2,1,3,10,1,4
"457",12,2,1,2,NA,1,NA
"458",12,2,2,4,10,2,NA
"459",12,3,1,3,8,2,1
"460",12,2,1,2,7,1,4
"461",12,1,2,3,9,1,1
"462",12,1,3,3,9,NA,1
"463",12,NA,1,4,9,1,1
"464",12,1,4,3,9,NA,2
"465",12,3,2,3,4,1,1
"466",12,1,1,1,6,NA,2
"467",12,2,2,3,9,1,NA
"468",12,3,2,3,9,1,1
"469",12,1,3,3,7,NA,1
"470",12,1,2,2,5,NA,2
"471",12,2,3,NA,8,NA,1
"472",12,2,3,4,5,NA,1
"473",12,2,1,4,10,2,2
"474",12,4,1,NA,9,NA,1
"475",12,2,1,3,9,1,4
"476",12,2,2,4,10,1,1
"477",12,1,4,4,5,1,1
"478",12,3,4,4,10,NA,NA
"479",12,2,1,4,10,1,NA
"480",12,1,2,3,5,NA,NA
"481",12,2,3,3,7,1,3
"482",12,2,2,3,8,1,4
"483",12,1,1,3,2,1,2
"484",12,2,2,2,9,1,4
"485",12,1,2,3,7,1,3
"486",12,2,2,3,3,1,3
"487",12,2,2,3,3,1,4
"488",12,1,2,3,8,1,4
"489",12,2,2,3,8,1,4
"490",12,2,2,2,7,1,3
"491",12,2,1,4,6,1,3
"492",12,2,3,2,5,1,2
"493",12,2,4,2,5,1,3
"494",12,2,3,3,4,1,3
"495",12,2,3,1,5,NA,3
"496",12,2,2,3,3,1,3
"497",12,2,1,4,6,1,3
"498",12,3,2,3,4,1,NA
"499",12,2,2,3,4,1,4
"500",12,2,2,3,3,1,4
"501",12,2,1,4,8,1,1
"502",12,2,1,NA,9,1,3
"503",12,2,2,2,7,1,4
"504",12,2,2,3,10,1,4
"505",12,2,2,NA,9,NA,3
"506",12,2,NA,3,10,1,2
"507",12,4,3,2,8,1,3
"508",12,2,NA,NA,10,1,NA
"509",12,NA,2,2,8,1,4
"510",12,4,2,3,NA,1,4
"511",12,NA,3,3,7,NA,3
"512",12,3,NA,2,8,1,3
"513",12,1,1,2,5,1,3
"514",12,2,2,4,6,1,4
"515",12,2,2,4,7,1,4
"516",12,2,3,3,10,1,3
"517",12,2,2,3,3,1,3
"518",12,NA,2,2,10,NA,4
"519",12,2,2,3,5,1,4
"520",12,1,2,2,7,NA,NA
"521",12,4,1,4,10,1,NA
"522",12,2,1,4,10,1,NA
"523",12,3,1,4,NA,1,NA
"524",12,2,3,3,10,1,1
"525",12,2,1,4,10,1,NA
"526",12,2,1,4,10,1,NA
"527",12,2,1,4,10,1,NA
"528",12,3,1,NA,8,1,NA
"529",12,2,1,4,10,1,2
"530",12,3,1,4,10,1,NA
"531",12,2,1,4,10,1,NA
"532",12,2,2,4,10,2,1
"533",12,4,1,4,7,1,2
"534",12,3,1,3,10,1,3
"535",12,3,1,4,10,1,NA
"536",12,2,1,3,10,1,NA
"537",12,2,1,4,10,1,NA
"538",12,4,1,4,NA,1,4
"539",12,3,1,4,NA,1,NA
"540",12,3,1,4,10,1,2
"541",12,2,3,2,8,1,1
"542",12,1,3,3,10,3,2
"543",12,2,1,NA,10,1,4
"544",12,1,1,4,NA,1,2
"545",12,2,1,2,NA,1,4
"546",12,1,1,2,5,1,1
"547",12,1,1,1,9,1,1
"548",12,2,1,4,5,1,NA
"549",12,4,3,2,NA,1,NA
"550",12,2,1,3,NA,1,1
"551",12,4,4,4,10,1,2
"552",12,4,4,4,10,1,NA
"553",12,2,2,4,10,1,1
"554",12,3,2,4,8,1,1
"555",12,3,1,4,10,1,1
"556",12,2,NA,3,NA,2,NA
"557",12,2,1,4,10,1,1
"558",12,2,1,4,5,1,NA
"559",12,2,2,4,10,1,1
"560",12,2,4,4,10,1,1
"561",12,2,3,NA,7,NA,3
"562",12,1,1,1,10,1,1
"563",12,1,1,4,8,1,1
"564",12,2,2,4,8,1,1
"565",12,1,3,4,10,NA,NA
"566",12,1,1,3,10,1,1
"567",12,1,1,4,10,1,1
"568",12,3,3,4,8,NA,1
"569",12,2,4,4,10,1,NA
"570",12,2,1,4,1,1,1
"571",12,1,1,4,9,1,1
"572",12,1,2,3,10,1,2
"573",12,1,2,4,5,NA,2
"574",12,1,2,4,8,1,2
"575",12,2,2,1,5,1,2
"576",12,2,2,3,10,1,2
"577",12,2,3,4,9,1,1
"578",12,1,1,4,8,1,2
"579",12,2,1,1,5,1,NA
"580",12,1,2,3,10,1,1
"581",12,1,3,4,7,1,1
"582",12,2,1,4,9,NA,1
"583",12,1,1,NA,10,1,1
"584",12,1,1,2,8,NA,1
"585",12,1,1,NA,10,NA,1
"586",12,2,1,4,10,1,1
"587",12,2,2,1,10,1,1
"588",12,2,1,4,10,1,1
"589",12,2,4,1,10,1,1
"590",12,3,1,4,9,1,NA
"591",12,2,1,2,9,1,2
"592",12,2,3,3,8,1,1
"593",12,2,1,3,9,1,1
"594",12,2,2,3,9,NA,1
"595",12,1,3,3,7,1,1
"596",12,1,1,1,9,1,1
"597",12,3,1,4,10,1,1
"598",12,2,2,4,9,1,1
"599",12,1,1,4,7,1,NA
"600",12,1,1,4,9,1,2
"601",12,2,1,4,9,NA,1
"602",12,2,1,3,6,1,1
"603",12,1,2,4,8,1,1
"604",12,2,1,3,9,1,1
"605",12,2,2,4,8,1,2
"606",12,1,1,4,10,NA,1
"607",12,1,3,4,7,1,1
"608",12,2,1,2,10,1,1
"609",12,1,1,2,10,NA,1
"610",12,1,1,3,9,1,1
"611",12,1,2,3,9,1,1
"612",12,1,3,3,9,1,1
"613",12,1,1,4,9,1,1
"614",12,1,4,3,9,NA,2
"615",12,3,2,3,4,NA,1
"616",12,2,2,1,10,NA,2
"617",12,2,1,4,9,NA,2
"618",12,2,2,3,9,1,1
"619",12,3,2,3,9,1,1
"620",12,2,3,3,7,1,1
"621",12,1,2,1,10,1,2
"622",12,2,1,4,10,1,1
"623",12,2,2,3,9,NA,1
"624",12,1,1,4,10,1,1
"625",12,1,2,4,10,1,1
"626",12,1,1,4,9,1,3
"627",12,2,2,4,9,1,1
"628",12,2,1,4,10,1,NA
"629",12,1,1,4,8,1,2
"630",12,1,1,4,10,NA,1
"631",12,2,1,4,9,1,2
"632",12,1,1,1,9,1,1
"633",12,1,1,2,9,1,1
"634",12,1,2,2,9,1,2
"635",12,2,2,2,9,1,2
"636",12,2,2,4,9,NA,1
"637",12,2,2,3,9,1,1
"638",12,2,1,3,10,1,2
"639",12,1,2,2,9,1,1
"640",12,1,3,4,10,1,1
"641",12,2,3,4,10,2,1
"642",12,3,2,4,NA,1,1
"643",12,NA,4,4,10,1,1
"644",12,2,3,4,9,2,1
"645",12,2,1,4,9,2,2
"646",12,NA,1,4,5,NA,1
"647",12,2,4,4,10,2,1
"648",12,2,3,4,10,2,1
"649",12,2,1,4,10,1,1
"650",12,2,1,4,1,2,NA
"651",12,2,1,3,NA,NA,1
"652",12,3,1,3,NA,1,1
"653",12,3,1,3,NA,1,1
"654",12,3,1,3,NA,1,1
"655",12,3,1,4,NA,1,NA
"656",12,3,1,4,NA,1,NA
"657",12,2,1,3,NA,1,1
"658",12,2,1,3,NA,1,1
"659",12,2,1,3,NA,NA,1
"660",12,2,1,3,NA,1,1
"661",12,3,3,4,10,1,1
"662",12,3,1,NA,10,1,1
"663",12,2,1,3,10,1,NA
"664",12,3,1,3,10,1,3
"665",12,3,1,4,10,1,4
"666",12,4,3,3,NA,1,4
"667",12,3,1,NA,10,1,3
"668",12,2,3,4,10,1,1
"669",12,3,1,4,10,1,1
"670",12,3,1,4,NA,1,1
"671",12,2,3,3,10,2,1
"672",12,3,1,3,10,2,1
"673",12,2,1,4,2,1,NA
"674",12,3,1,4,10,1,NA
"675",12,3,1,4,8,1,NA
"676",12,3,1,4,10,1,3
"677",12,2,1,4,10,1,2
"678",12,4,3,4,10,1,4
"679",12,3,1,4,9,1,1
"680",12,2,1,4,10,1,NA
"681",12,3,4,3,10,NA,4
"682",12,2,1,2,4,1,NA
"683",12,3,2,3,7,1,4
"684",12,2,2,3,10,1,4
"685",12,2,2,4,7,1,4
"686",12,3,2,3,10,1,3
"687",12,NA,3,3,9,1,NA
"688",12,2,2,3,5,1,4
"689",12,2,2,NA,9,1,4
"690",12,2,3,3,7,1,2
"691",12,4,2,4,10,NA,NA
"692",12,2,2,3,6,1,4
"693",12,3,1,3,3,1,4
"694",12,2,2,2,10,1,3
"695",12,2,2,NA,8,1,3
"696",12,2,3,3,4,1,4
"697",12,2,3,3,4,1,4
"698",12,2,2,3,NA,1,4
"699",12,NA,1,2,10,1,3
"700",12,3,2,2,7,NA,4
"701",12,4,2,2,10,1,3
"702",12,2,1,3,NA,1,4
"703",12,3,4,2,6,2,1
"704",12,3,2,3,7,1,2
"705",12,4,1,4,7,1,1
"706",12,2,1,3,7,1,1
"707",12,3,2,4,6,NA,3
"708",12,2,1,3,8,1,4
"709",12,2,1,3,7,1,NA
"710",12,2,2,NA,1,NA,4
"711",12,1,1,1,NA,1,1
"712",12,1,4,3,10,1,1
"713",12,1,NA,4,10,1,4
"714",12,2,NA,2,NA,NA,3
"715",12,2,2,4,NA,NA,2
"716",12,2,4,1,10,1,1
"717",12,2,1,4,NA,1,NA
"718",12,1,3,3,9,1,4
"719",12,1,3,4,10,1,NA
"720",12,1,2,3,7,1,1
"721",12,2,3,2,9,1,3
"722",12,2,NA,4,8,1,4
"723",12,1,1,4,4,1,4
"724",12,NA,3,NA,7,NA,4
"725",12,4,2,2,10,NA,4
"726",12,NA,1,3,9,1,3
"727",12,2,2,3,8,1,3
"728",12,NA,3,2,8,1,3
"729",12,2,2,NA,9,1,4
"730",12,4,3,NA,NA,NA,4
"731",12,2,4,4,9,1,NA
"732",12,2,1,3,5,2,1
"733",12,3,2,4,10,2,1
"734",12,3,1,3,5,2,3
"735",12,2,2,NA,10,1,NA
"736",12,1,1,3,10,2,3
"737",12,2,1,NA,8,1,3
"738",12,2,3,4,7,1,4
"739",12,4,2,4,10,1,4
"740",12,2,1,3,8,2,4
"741",12,2,1,3,8,NA,NA
"742",12,3,2,4,10,1,3
"743",12,2,1,3,8,NA,2
"744",12,1,1,4,10,NA,4
"745",12,1,3,NA,9,1,1
"746",12,2,3,4,9,1,4
"747",12,1,1,4,8,NA,1
"748",12,2,1,4,8,NA,4
"749",12,3,1,4,8,1,1
"750",12,1,1,3,10,1,2
"751",12,1,4,3,10,NA,1
"752",12,2,1,4,10,1,1
"753",12,2,4,4,10,1,1
"754",12,3,4,4,5,1,1
"755",12,2,1,NA,10,1,1
"756",12,3,1,4,10,1,1
"757",12,2,3,4,10,1,1
"758",12,1,3,4,10,1,1
"759",12,2,3,4,5,1,NA
"760",12,1,1,4,10,1,1
"761",12,2,2,NA,10,2,1
"762",12,3,2,4,8,1,3
"763",12,2,2,4,10,1,1
"764",12,4,1,3,7,1,4
"765",12,2,1,3,10,1,2
"766",12,2,2,2,9,1,1
"767",12,2,NA,4,5,1,3
"768",12,2,2,2,7,1,3
"769",12,NA,1,4,6,1,4
"770",12,2,1,4,10,1,NA
"771",12,NA,4,4,3,NA,2
"772",12,2,1,3,4,1,4
"773",12,2,1,3,NA,NA,2
"774",12,2,1,2,10,1,1
"775",12,1,1,3,10,1,1
"776",12,2,1,2,10,1,2
"777",12,3,1,4,2,1,1
"778",12,1,1,2,10,1,4
"779",12,2,1,4,NA,1,NA
"780",12,3,1,3,7,1,2
"781",12,2,4,1,1,NA,2
"782",12,3,2,3,7,1,2
"783",12,3,1,3,10,2,1
"784",12,2,1,3,10,1,NA
"785",12,3,1,2,6,1,3
"786",12,2,2,1,6,1,3
"787",12,NA,1,3,10,1,1
"788",12,3,1,4,10,1,1
"789",12,2,3,3,10,1,1
"790",12,2,3,3,10,1,1
"791",12,1,3,4,9,NA,3
"792",12,2,NA,3,5,1,2
"793",12,2,1,4,10,1,1
"794",12,1,1,3,NA,1,NA
"795",12,2,2,4,1,1,4
